Offset(P)            #Ptr   #Hnd Access Name
0x000000003e320f20     18      1 RW-r-- \Device\HarddiskVolume2\Windows\Tasks\SCHEDLGU.TXT
0x000000003e321070      1      1 ------ \Device\NamedPipe\atsvc
0x000000003e3213e0      2      1 ------ \Device\Afd\Endpoint
0x000000003e3218e0     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\http.sys
0x000000003e321a30      2      1 ------ \Device\Afd\Endpoint
0x000000003e321c80      1      1 ------ \Device\NamedPipe\atsvc
0x000000003e321dd0      2      1 ------ \Device\NamedPipe\atsvc
0x000000003e322dd0      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\AppID\VerifiedPublisherCertStoreCheck
0x000000003e322f20      2      1 ------ \Device\NamedPipe\Winsock2\CatalogChangeListener-334-0
0x000000003e324bf0      2      1 ------ \Device\Afd\Endpoint
0x000000003e325070     17      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e3264c0      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\rasman.dll
0x000000003e326d00      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\rtutils.dll
0x000000003e3277e0     12      0 R--r-d \Device\HarddiskVolume2\Windows\Fonts\StaticCache.dat
0x000000003e3294d0      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\fveapi.dll
0x000000003e329c60     10      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wiarpc.dll
0x000000003e329f20     18      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-Application-Experience%4Program-Compatibility-Troubleshooter.evtx
0x000000003e32a070      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\credui.dll
0x000000003e32a700     14      0 R--r-d \Device\HarddiskVolume2\Program Files\Windows Journal\Journal.exe
0x000000003e32ac80      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\winbio.dll
0x000000003e32bcd0     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\msidle.dll
0x000000003e32c070     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\CertificateServicesClient\SystemTask
0x000000003e32d480      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\165e8e0a-8409-4299-9807-91f59058caf8
0x000000003e32de20     19      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-Dhcpv6-Client%4Admin.evtx
0x000000003e32e760     16      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\3f413991-258b-40ff-be74-3c9499451fa3
0x000000003e32e8b0      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\18e94867-91ba-4791-a6f2-c9f987b18808
0x000000003e32f690      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\BioCredProv.dll
0x000000003e330bd0     18      1 R--rw- \Device\HarddiskVolume2\Users\Batou\AppData\Local\Microsoft\Feeds\FeedsStore.feedsdb-ms
0x000000003e33cd00     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\spoolsv.exe
0x000000003e343f20     15      1 RWDrwd \Device\HarddiskVolume2\Users\Batou\AppData\Local\Temp\~DFFB4F73C8199932A4.TMP
0x000000003e3457d0     15      1 RWDrwd \Device\HarddiskVolume2\Users\Batou\AppData\Local\Temp\~DF039F372F3D234DBE.TMP
0x000000003e345a80      1      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x000000003e3474c0     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e347710     13      0 R--r-- \Device\HarddiskVolume2\Windows\AppPatch\AppPatch64\sysmain.sdb
0x000000003e34abc0      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\SystemRestore\SR
0x000000003e34af20      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\diagperf.dll
0x000000003e34f860     17      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e34fc40     18      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-NetworkAccessProtection%4Operational.evtx
0x000000003e358410     18      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-Kernel-StoreMgr%4Operational.evtx
0x000000003e359070      1      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x000000003e35e070     16      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\3eadaf02-0a36-4827-8b96-ee32649df7ec
0x000000003e35e470      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\MUI\LPRemove
0x000000003e35edd0      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\86435929-10f0-458c-a85d-91369a2c6323
0x000000003e360280      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\Autochk\Proxy
0x000000003e3605a0     19      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-BranchCacheSMB%4Operational.evtx
0x000000003e361f20      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\Shell\WindowsParentalControls
0x000000003e362f20      2      1 ------ \Device\Afd\Endpoint
0x000000003e363730      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\CertificateServicesClient\UserTask
0x000000003e363880     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\BFE.DLL
0x000000003e3639d0     19      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-User Profile Service%4Operational.evtx
0x000000003e3646e0      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e364dd0      2      1 ------ \Device\NamedPipe\Winsock2\CatalogChangeListener-1cc-0
0x000000003e364f20     16      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\2a054f9d-c779-4bd0-bdf7-d8868913a0f1
0x000000003e366450      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\Shell\WindowsParentalControlsMigration
0x000000003e366670      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\4ba9926d-3a81-4c9d-a32a-cf7b4d136e08
0x000000003e368070     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\Active Directory Rights Management Services Client\AD RMS Rights Policy Template Management (Automated)
0x000000003e368470      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\4c655b1e-a609-4a75-bac7-75845f5933b4
0x000000003e368e20      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e369070     16      0 R--r-- \Device\HarddiskVolume2\Windows\inf\lltdio.PNF
0x000000003e3695d0      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\4e94c8ce-8143-45b6-b35d-272a6a4bc37b
0x000000003e3698e0      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wdi.dll
0x000000003e369a30      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\WindowsColorSystem\Calibration Loader
0x000000003e369da0      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\Active Directory Rights Management Services Client\AD RMS Rights Policy Template Management (Manual)
0x000000003e36a760     16      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\4f2b6518-ccb4-4f6d-83e5-272eed5bb177
0x000000003e36ae20      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\TextServicesFramework\MsCtfMonitor
0x000000003e36b4e0     16      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\50fc36cc-9f4f-498d-a857-ab11f1489661
0x000000003e36b940      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\MobilePC\HotStart
0x000000003e36c2b0      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\6f6f17da-7675-41d4-a9cf-5f7463285041
0x000000003e36d970      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\SideShow\SystemDataProviders
0x000000003e36e3c0     14      0 R--r-d \Device\HarddiskVolume2\Windows\System32\input.dll
0x000000003e36fd60     17      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e370580     14      0 R--r-d \Device\HarddiskVolume2\Program Files\Common Files\Microsoft Shared\ink\tiptsf.dll
0x000000003e3708f0      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\8475f353-1d4f-452c-9c71-8ec3dba8339e
0x000000003e371c80      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\SideShow\AutoWake
0x000000003e371f20      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\Windows Error Reporting\QueueReporting
0x000000003e372600      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\85f157c8-2e87-46ac-b2ca-4f2b53ee06f4
0x000000003e373bd0      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e373e20      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\Offline Files\Logon Synchronization
0x000000003e374b10     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e376ba0      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\Multimedia\SystemSoundsService
0x000000003e377420     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e377780      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e378070     16      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\ceab635e-ed38-477e-a846-b3f4adbbe25b
0x000000003e378dc0      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e379070      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e3796c0      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\05ed9040-2ce9-4318-8fda-61360a7b6915
0x000000003e37a5c0      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\0a1870fd-5d56-4033-b69f-e1bd5ff7d09a
0x000000003e37aac0     16      0 R--r-- \Device\HarddiskVolume2\Windows\inf\rspndr.PNF
0x000000003e37b070      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\Defrag\ScheduledDefrag
0x000000003e37b480      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\0d4d98b9-5300-4867-88b2-9f8f1259cd23
0x000000003e37bcc0      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\PerfTrack\BackgroundConfigSurveyor
0x000000003e37caf0      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\MemoryDiagnostic\CorruptionDetector
0x000000003e37f710     16      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\7117a128-caf3-48a7-a74f-d3ca9b65e3c7
0x000000003e37fd10     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\UXInit.dll
0x000000003e380740      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\SideShow\GadgetManager
0x000000003e380d20      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\7c4b0331-9a15-4e8e-9544-930c1ddb2c97
0x000000003e382c80      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\c8158e75-6990-4072-af34-8ad80d62d787
0x000000003e382dd0      9      0 R--r-d \Device\HarddiskVolume2\Windows\Resources\Themes\Aero\aero.msstyles
0x000000003e382f20      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\DiskDiagnostic\Microsoft-Windows-DiskDiagnosticResolver
0x000000003e383410      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\AppID\PolicyConverter
0x000000003e383780      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\defa3c78-51b1-4be0-a08d-b8c9ab04d6e7
0x000000003e384300     15      0 R--r-d \Device\HarddiskVolume2\Windows\IME\SPTIP.DLL
0x000000003e384dd0      2      1 ------ \Device\Afd\Endpoint
0x000000003e386890     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e387c00     14      0 R--r-d \Device\HarddiskVolume2\Program Files\Windows NT\TableTextService\TableTextService.dll
0x000000003e389070      1      1 ------ \Device\NamedPipe\keysvc
0x000000003e38b910      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\mpsdrv.sys
0x000000003e38c3a0      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\Customer Experience Improvement Program\Consolidator
0x000000003e38c9d0     17      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e38d070      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\12875b8c-38f4-4ad5-923e-c53c63945422
0x000000003e38d960      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\203dc2c0-26dd-498d-9dae-a4237e8abf09
0x000000003e38e070      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\152bcd71-eba3-4be3-a4f2-0c07eb5ed5ed
0x000000003e38e420      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\Offline Files\Background Synchronization
0x000000003e38f070      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\DiskDiagnostic\Microsoft-Windows-DiskDiagnosticDataCollector
0x000000003e38f440      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\24721e01-dd5f-471c-acc1-c9b092d6f101
0x000000003e3903c0      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\2ce1541b-c7b1-4ba0-8974-722d18a3c54d
0x000000003e3907a0      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\User Profile Service\HiveUploadTask
0x000000003e390c10     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\WindowsBackup\ConfigNotification
0x000000003e391750      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows Defender\MpIdleTask
0x000000003e3925c0      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\mrxsmb.sys
0x000000003e393cd0     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\KernelBase.dll.mui
0x000000003e393f20     14      0 R--r-d \Device\HarddiskVolume2\Windows\System32\cscui.dll
0x000000003e397070     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e397970     18      1 R--rwd \Device\HarddiskVolume2\Users\Batou\AppData\Local\Microsoft\Feeds\{5588ACFD-6436-411B-A5CE-666AE6A92D3D}~\WebSlices~\Web Slice Gallery~.feed-ms
0x000000003e39a070      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\356bbc70-a6bd-4c50-ba1b-c75a4158fdac
0x000000003e39b940     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\MPSSVC.dll
0x000000003e3a4330      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\mrxsmb20.sys
0x000000003e3a9cd0     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\mrxsmb10.sys
0x000000003e3af690      6      0 RW-rwd \Device\HarddiskVolume2\Windows\rescache\rc0002\Segment1.cmf
0x000000003e3afbe0      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\bowser.sys
0x000000003e3b16f0     14      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\FirewallAPI.dll.mui
0x000000003e3b2070     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\mprmsg.dll
0x000000003e3b2c90     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\sscore.dll
0x000000003e3b2de0      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\clusapi.dll
0x000000003e3b4d10      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\Application Experience\ProgramDataUpdater
0x000000003e3b5070      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\3ff80a3e-89ec-4aae-ab11-ef1e762cd80b
0x000000003e3b5470      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\3bd385a4-fd55-458c-b3d4-8c48cfc09876
0x000000003e3b5dd0     17      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e3b64e0      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e3b6f20     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Syncreg.dll
0x000000003e3b7570      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e3b76c0     16      0 R--rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\Caches\cversions.2.db
0x000000003e3b7940      9      0 R--r-- \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\Caches\{6AF0698E-D558-4F6E-9B3C-3716689AF493}.2.ver0x0000000000000005.db
0x000000003e3b8070      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e3b9b60      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\QAGENT.DLL
0x000000003e3ba4d0     10      0 R--r-d \Device\HarddiskVolume2\Windows\System32\onex.dll
0x000000003e3bfa40      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\42fe58e2-b2d2-4bc5-86df-15e3783da960
0x000000003e3bfc50     13      0 R--r-- \Device\HarddiskVolume2\Windows\Fonts\cour.ttf
0x000000003e3c03a0      7      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\bcryptprimitives.dll
0x000000003e3c0f20     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\RAC\RacTask
0x000000003e3c1660      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\trkwks.dll
0x000000003e3c1860      1      1 ------ \Device\NamedPipe\trkwks
0x000000003e3c3970      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x000000003e3caf20     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Apphlpdm.dll
0x000000003e3cb9a0     16      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\4963ad21-c4a5-42a5-b9bd-e441d57204fe
0x000000003e3cc930      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\Customer Experience Improvement Program\UsbCeip
0x000000003e3cd690      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\Task Manager\Interactive
0x000000003e3cdf20     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wfapigp.dll
0x000000003e3ce400      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\846c2015-cafc-4f2f-b962-27f86c7661ab
0x000000003e3cfdd0     16      0 R--r-- \Device\HarddiskVolume2\Windows\inf\ndisuio.PNF
0x000000003e3d0170      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\4acaa1ca-1446-43eb-8831-53e9787842aa
0x000000003e3d3830     15      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\iedkcs32.dll
0x000000003e3d5530      1      1 RW-rw- \Device\HarddiskVolume2\Users\Batou\AppData\Local\Microsoft\Feeds\{5588ACFD-6436-411B-A5CE-666AE6A92D3D}~\WebSlices~\Suggested Sites~.feed-ms
0x000000003e3d5780      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\Tcpip\IpAddressConflict1
0x000000003e3d5af0      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\4e428977-5b92-4c8f-839f-26a11acf0843
0x000000003e3de370      2      1 ------ \Device\NamedPipe\wkssvc
0x000000003e3de820      2      0 R--rwd \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\Start Menu\Programs\Startup\desktop.ini
0x000000003e3df530      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\5869f1c1-01d7-41f7-84b7-715672259fa8
0x000000003e3df680     16      0 R--r-- \Device\HarddiskVolume2\ProgramData\Microsoft\User Account Pictures\user.bmp
0x000000003e3e0410      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows Defender\MP Scheduled Scan
0x000000003e3e0d10      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\cryptsvc.dll
0x000000003e3e0f20      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\5a861711-abfc-48c1-b021-711b7b5d658c
0x000000003e3e2050     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\PEAuth.sys
0x000000003e3e24d0      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\Location\Notifications
0x000000003e3e2c70      2      0 R--rwd \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\Start Menu\Programs\Accessories\System Tools\Desktop.ini
0x000000003e3e31f0      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\775e5928-516e-4e64-8f87-ba3389d6497c
0x000000003e3e4070      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\Time Synchronization\SynchronizeTime
0x000000003e3e4740      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\UPnP\UPnPHostConfig
0x000000003e3e4950      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\7bbc503c-5977-4798-a4ae-61483a7e030d
0x000000003e3e5430     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\RemoteAssistance\RemoteAssistanceTask
0x000000003e3e5750      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\mprapi.dll
0x000000003e3e5c00      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\7dbaa15a-a69f-4b56-a08e-e87d5cbc0476
0x000000003e3e5f20     16      0 R--r-- \Device\HarddiskVolume2\Windows\inf\netrast.PNF
0x000000003e3e6a20     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\netmsg.dll
0x000000003e3eb910      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wkssvc.dll
0x000000003e3ec360      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\5350f837-56c4-49cb-a2c2-d07139ede4b5
0x000000003e3ec890      1      1 ------ \Device\NamedPipe\wkssvc
0x000000003e3ecf20      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e3ed330      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\932168e2-1f3c-4156-b179-d42975a51765
0x000000003e3ed670      1      1 RWDrwd \Device\HarddiskVolume2\Users\Batou\AppData\Local\Temp\~DFC5D90D6FB4385C08.TMP
0x000000003e3ee540     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\CertificateServicesClient\UserTask-Roam
0x000000003e3eef20      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\Tcpip\IpAddressConflict2
0x000000003e3ef2f0      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\d2e501dd-69a1-44ca-85ca-6bdf631c7f0d
0x000000003e3efe20      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\SoftwareProtectionPlatform\SvcRestartTask
0x000000003e3f0bb0      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\Windows Filtering Platform\BfeOnServiceStartTypeChange
0x000000003e3f0f20      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\Customer Experience Improvement Program\KernelCeipTask
0x000000003e3f1340      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\Registry\RegIdleBackup
0x000000003e3f17b0      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\d48c188c-69cd-4d06-9a6f-5677169a5c2e
0x000000003e3f2c20     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\ndiscapCfg.dll
0x000000003e3f3070      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\e90caca0-4453-4a70-8e8c-d70d5f1b4103
0x000000003e3f3a50      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\Ras\MobilityManager
0x000000003e3f4070      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\MemoryDiagnostic\DecompressionFailureDetector
0x000000003e3f4b40      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\f11785b8-dd8a-4247-a629-09c9715f6b8d
0x000000003e3f4f20      1      1 ------ \Device\NamedPipe\srvsvc
0x000000003e3f64d0      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\Bluetooth\UninstallDeviceTask
0x000000003e3f7760      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\f17b5a4b-b7d8-4eac-b534-86d2663f60df
0x000000003e3f7d10      1      1 RW---- \Device\HarddiskVolume2\Users\Batou\ntuser.dat.LOG2
0x000000003e3f8560      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\9409cb2b-66e5-4b73-97fa-b3d8da8ccd51
0x000000003e3f8870     16      0 R--r-- \Device\HarddiskVolume2\Windows\inf\netsstpt.PNF
0x000000003e3f8b90      1      1 ------ \Device\NamedPipe\srvsvc
0x000000003e3f95d0      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\b318fae7-dec6-4e02-9df7-6a4e154eba8a
0x000000003e3f97a0     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\PlaySndSrv.dll
0x000000003e3f99b0      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\bf462acb-7a14-4e5a-b3da-0b7c4ea803b8
0x000000003e3f9e20      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\Power Efficiency Diagnostics\AnalyzeSystem
0x000000003e3fb3b0     16      0 R--rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\Start Menu\Programs\Accessories\Sticky Notes.lnk
0x000000003e3fb9d0     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\eappprxy.dll
0x000000003e3fe350      1      1 ------ \Device\NamedPipe\lsass
0x000000003e3ff5c0      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\fb291be3-b818-4a93-aaf2-e7b525c8b2f6
0x000000003e3ff930      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\f73e8a2d-7f85-46c5-9718-f1486c77a331
0x000000003e4096f0     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e40a070      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e40b570     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\comctl32.dll
0x000000003e481bb0     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\msasn1.dll
